Video_id,Start_Time,End_Time,Spatial,Informational,Experiential,Causality
qQo7AnOxt4c,2,12,,flower,,
qQo7AnOxt4c,2,12,,geological_phenomenon,,
qQo7AnOxt4c,2,12,,water,,
qQo7AnOxt4c,2,12,,pollinator,,
qQo7AnOxt4c,2,12,,finger,,
qQo7AnOxt4c,2,12,,petal,,
qQo7AnOxt4c,2,12,,organism,,
qQo7AnOxt4c,2,12,,purple,,
qQo7AnOxt4c,2,12,,nail,,
qQo7AnOxt4c,2,12,,hand,,
qQo7AnOxt4c,2,12,,flora,,
qQo7AnOxt4c,2,12,,lilac,,
qQo7AnOxt4c,2,12,atmosphere,,,
qQo7AnOxt4c,2,12,,,needle_felting,
qQo7AnOxt4c,2,12,,ice,,
qQo7AnOxt4c,2,12,,knitting,,
qQo7AnOxt4c,2,12,,pink,,
qQo7AnOxt4c,2,12,,,close_up,
qQo7AnOxt4c,2,12,,lip,,
qQo7AnOxt4c,2,12,,macro_photography,,
qQo7AnOxt4c,2,12,sky,,,
gtR5DN8YEHA,114,124,,assembling_computer,,
gtR5DN8YEHA,114,124,,electronics_accessory,,
gtR5DN8YEHA,114,124,,mouth,,
gtR5DN8YEHA,114,124,,invertebrate,,
gtR5DN8YEHA,114,124,,membrane_winged_insect,,
gtR5DN8YEHA,114,124,,technology,,
gtR5DN8YEHA,114,124,,product,,
gtR5DN8YEHA,114,124,,electronic_engineering,,
gtR5DN8YEHA,114,124,,nose,,
gtR5DN8YEHA,114,124,,microcontroller,,
gtR5DN8YEHA,114,124,,beak,,
gtR5DN8YEHA,114,124,,finger,,
gtR5DN8YEHA,114,124,,petal,,
gtR5DN8YEHA,114,124,,organism,,
gtR5DN8YEHA,114,124,,computer_hardware,,
gtR5DN8YEHA,114,124,,io_card,,
gtR5DN8YEHA,114,124,,electronics,,
gtR5DN8YEHA,114,124,,flora,,
gtR5DN8YEHA,114,124,,motherboard,,
gtR5DN8YEHA,114,124,,,darkness,
gtR5DN8YEHA,114,124,,computer_component,,
gtR5DN8YEHA,114,124,,electronic_device,,
gtR5DN8YEHA,114,124,,,close_up,
gtR5DN8YEHA,114,124,,cpu,,
gtR5DN8YEHA,114,124,,,light,
gtR5DN8YEHA,114,124,,personal_computer_hardware,,
gtR5DN8YEHA,114,124,,macro_photography,,
gtR5DN8YEHA,114,124,,insect,,
a5XTwTULTOk,15,25,,,barechestedness,
a5XTwTULTOk,15,25,floor,,,
a5XTwTULTOk,15,25,,woman,,
a5XTwTULTOk,15,25,,blond,,
a5XTwTULTOk,15,25,,girl,,
a5XTwTULTOk,15,25,,furniture,,
a5XTwTULTOk,15,25,,food,,
a5XTwTULTOk,15,25,,,playing_beer_pong,
a5XTwTULTOk,15,25,,lady,,
a5XTwTULTOk,15,25,,t_shirt,,
a5XTwTULTOk,15,25,,,fun,
a5XTwTULTOk,15,25,,arm,,
a5XTwTULTOk,15,25,,countertop,,
a5XTwTULTOk,15,25,,shoe,,
a5XTwTULTOk,15,25,,leg,,
a5XTwTULTOk,15,25,,muscle,,
a5XTwTULTOk,15,25,,human_body,,
a5XTwTULTOk,15,25,,abdomen,,
a5XTwTULTOk,15,25,,interior_design,,
a5XTwTULTOk,15,25,,human_hair_color,,
a5XTwTULTOk,15,25,,footwear,,
a5XTwTULTOk,15,25,,trunk,,
a5XTwTULTOk,15,25,,joint,,
a5XTwTULTOk,15,25,,table,,
a5XTwTULTOk,15,25,,meal,,
a5XTwTULTOk,15,25,,,standing,
a5XTwTULTOk,15,25,,hair,,
a5XTwTULTOk,15,25,,,flooring,
a5XTwTULTOk,15,25,,kitchen,,
a5XTwTULTOk,15,25,,hardwood,,
a5XTwTULTOk,15,25,room,,,
BLNK8QuZucc,174,184,,design,,
BLNK8QuZucc,174,184,,dress,,
BLNK8QuZucc,174,184,,,recreation,
BLNK8QuZucc,174,184,,girl,,
BLNK8QuZucc,174,184,,,fun,
BLNK8QuZucc,174,184,,event,,
BLNK8QuZucc,174,184,,arm,,
BLNK8QuZucc,174,184,,leisure,,
BLNK8QuZucc,174,184,,hip,,
BLNK8QuZucc,174,184,,costume,,
BLNK8QuZucc,174,184,,product,,
BLNK8QuZucc,174,184,,hairstyle,,
BLNK8QuZucc,174,184,,,belly_dancing,
BLNK8QuZucc,174,184,,leg,,
BLNK8QuZucc,174,184,,fashion_model,,
BLNK8QuZucc,174,184,,abdomen,,
BLNK8QuZucc,174,184,,,interaction,
BLNK8QuZucc,174,184,,finger,,
BLNK8QuZucc,174,184,,glass,,
BLNK8QuZucc,174,184,,,performance,
BLNK8QuZucc,174,184,,human_hair_color,,
BLNK8QuZucc,174,184,,thigh,,
BLNK8QuZucc,174,184,,trunk,,
BLNK8QuZucc,174,184,,photo_shoot,,
BLNK8QuZucc,174,184,,joint,,
BLNK8QuZucc,174,184,,long_hair,,
BLNK8QuZucc,174,184,,,clothing,
BLNK8QuZucc,174,184,,pink,,
BLNK8QuZucc,174,184,,black_hair,,
BLNK8QuZucc,174,184,,,smile,
GkSEuJERZ_I,4,14,,electric_blue,,
GkSEuJERZ_I,4,14,,computer_wallpaper,,
GkSEuJERZ_I,4,14,,,recreation,
GkSEuJERZ_I,4,14,,symmetry,,
GkSEuJERZ_I,4,14,,,bowling_pin,
GkSEuJERZ_I,4,14,,neon,,
GkSEuJERZ_I,4,14,,disco,,
GkSEuJERZ_I,4,14,,,bowling,
GkSEuJERZ_I,4,14,,,lighting,
GkSEuJERZ_I,4,14,,water,,
GkSEuJERZ_I,4,14,,bowling_equipment,,
GkSEuJERZ_I,4,14,stage,,,
GkSEuJERZ_I,4,14,,laser,,
GkSEuJERZ_I,4,14,,,night,
GkSEuJERZ_I,4,14,,individual_sports,,
GkSEuJERZ_I,4,14,,ball_game,,
GkSEuJERZ_I,4,14,,,entertainment,
GkSEuJERZ_I,4,14,sport_venue,,,
GkSEuJERZ_I,4,14,,blue,,
GkSEuJERZ_I,4,14,atmosphere,,,
GkSEuJERZ_I,4,14,,fixed_link,,
GkSEuJERZ_I,4,14,,,bowling_ball,
GkSEuJERZ_I,4,14,,,darkness,
GkSEuJERZ_I,4,14,,,light,
GkSEuJERZ_I,4,14,,marine_biology,,
GkSEuJERZ_I,4,14,sky,,,
